FIPS,State,Area_Name,POP_2016
34037,NJ,Sussex County,141925
34039,NJ,Union County,552781
34041,NJ,Warren County,106059
35000,NM,New Mexico,2091630
35001,NM,Bernalillo County,677683
35003,NM,Catron County,3518
35005,NM,Chaves County,65646
35006,NM,Cibola County,27049
35007,NM,Colfax County,12250
35009,NM,Curry County,50283
35011,NM,De Baca County,1835
35013,NM,Doña Ana County,214663
35015,NM,Eddy County,57650
35017,NM,Grant County,28040
35019,NM,Guadalupe County,4369
35021,NM,Harding County,687
35023,NM,Hidalgo County,4324
35025,NM,Lea County,70249
35027,NM,Lincoln County,19397
35028,NM,Los Alamos County,18209
35029,NM,Luna County,24362
35031,NM,McKinley County,73028
35033,NM,Mora County,4533
35035,NM,Otero County,65647
35037,NM,Quay County,8390
35039,NM,Rio Arriba County,39245
35041,NM,Roosevelt County,19145
35043,NM,Sandoval County,140464
35045,NM,San Juan County,127954
35047,NM,San Miguel County,28005
35049,NM,Santa Fe County,148758
35051,NM,Sierra County,11117
35053,NM,Socorro County,16964
35055,NM,Taos County,32922
35057,NM,Torrance County,15491
35059,NM,Union County,4154
35061,NM,Valencia County,75599
36000,NY,New York,19633428
36001,NY,Albany County,307597
36003,NY,Allegany County,47044
36005,NY,Bronx County,1444417
36007,NY,Broome County,194498
36009,NY,Cattaraugus County,77658
36011,NY,Cayuga County,77674
36013,NY,Chautauqua County,129206
36015,NY,Chemung County,85644
36017,NY,Chenango County,48315
36019,NY,Clinton County,80500
36021,NY,Columbia County,60835
36023,NY,Cortland County,47915
36025,NY,Delaware County,45393
36027,NY,Dutchess County,293029
36029,NY,Erie County,918678
36031,NY,Essex County,37671
36033,NY,Franklin County,51081
36035,NY,Fulton County,53610
36037,NY,Genesee County,58013
36039,NY,Greene County,47494
36041,NY,Hamilton County,4556
36043,NY,Herkimer County,62436
36045,NY,Jefferson County,112980
36047,NY,Kings County,2608423
36049,NY,Lewis County,26647
36051,NY,Livingston County,64000
36053,NY,Madison County,71387
36055,NY,Monroe County,743770
36057,NY,Montgomery County,49169
36059,NY,Nassau County,1355952
36061,NY,New York County,1635443
36063,NY,Niagara County,211554
36065,NY,Oneida County,230375
36067,NY,Onondaga County,464109
36069,NY,Ontario County,109229
36071,NY,Orange County,377799
36073,NY,Orleans County,41247
36075,NY,Oswego County,118895
36077,NY,Otsego County,60132
36079,NY,Putnam County,98761
36081,NY,Queens County,2306830
36083,NY,Rensselaer County,159294
36085,NY,Richmond County,474040
36087,NY,Rockland County,323258
36089,NY,St. Lawrence County,109449
36091,NY,Saratoga County,227122
36093,NY,Schenectady County,154475
36095,NY,Schoharie County,31304
36097,NY,Schuyler County,17967
36099,NY,Seneca County,34710
36101,NY,Steuben County,96958
36103,NY,Suffolk County,1486406
36105,NY,Sullivan County,74922
36107,NY,Tioga County,48824
36109,NY,Tompkins County,102942
36111,NY,Ulster County,179042
36113,NY,Warren County,64438
36115,NY,Washington County,61795
36117,NY,Wayne County,90758
36119,NY,Westchester County,970267
36121,NY,Wyoming County,40432
36123,NY,Yates County,25059
37000,NC,North Carolina,10154788
37001,NC,Alamance County,160283
37003,NC,Alexander County,37133
37005,NC,Alleghany County,10919
37007,NC,Anson County,25165
37009,NC,Ashe County,26600
37011,NC,Avery County,17442
37013,NC,Beaufort County,47369
37015,NC,Bertie County,19423
37017,NC,Bladen County,33638
37019,NC,Brunswick County,126304
37021,NC,Buncombe County,254955
37023,NC,Burke County,89451
37025,NC,Cabarrus County,201639
37027,NC,Caldwell County,81766
37029,NC,Camden County,10397
37031,NC,Carteret County,68808
37033,NC,Caswell County,22755
37035,NC,Catawba County,156448
37037,NC,Chatham County,69642
37039,NC,Cherokee County,27809
37041,NC,Chowan County,14201
37043,NC,Clay County,10749
37045,NC,Cleveland County,96960
37047,NC,Columbus County,56292
37049,NC,Craven County,102632
37051,NC,Cumberland County,333167
37053,NC,Currituck County,25640
37055,NC,Dare County,35829
37057,NC,Davidson County,164270
37059,NC,Davie County,41921
37061,NC,Duplin County,59275
37063,NC,Durham County,307826
37065,NC,Edgecombe County,53283
37067,NC,Forsyth County,371260
37069,NC,Franklin County,64676
37071,NC,Gaston County,216622
37073,NC,Gates County,11569
37075,NC,Graham County,8531
37077,NC,Granville County,58684
37079,NC,Greene County,21078
37081,NC,Guilford County,524265
37083,NC,Halifax County,51815
37085,NC,Harnett County,130674
37087,NC,Haywood County,60405
37089,NC,Henderson County,113583
37091,NC,Hertford County,24209
37093,NC,Hoke County,52981
37095,NC,Hyde County,5434
37097,NC,Iredell County,172466
37099,NC,Jackson County,42622
37101,NC,Johnston County,190843
37103,NC,Jones County,9588
37105,NC,Lee County,59646
37107,NC,Lenoir County,57240
37109,NC,Lincoln County,81229
37111,NC,McDowell County,44866
37113,NC,Macon County,34262
37115,NC,Madison County,21367
37117,NC,Martin County,23122
37119,NC,Mecklenburg County,1056901
37121,NC,Mitchell County,14996
37123,NC,Montgomery County,27301
37125,NC,Moore County,95405
37127,NC,Nash County,93953
37129,NC,New Hanover County,224809
37131,NC,Northampton County,20127
37133,NC,Onslow County,192314
37135,NC,Orange County,142800
37137,NC,Pamlico County,12765
37139,NC,Pasquotank County,39392
37141,NC,Pender County,58771
37143,NC,Perquimans County,13402
37145,NC,Person County,39270
37147,NC,Pitt County,177171
37149,NC,Polk County,20414
37151,NC,Randolph County,143062
37153,NC,Richmond County,45012
37155,NC,Robeson County,133383
37157,NC,Rockingham County,91308
37159,NC,Rowan County,139410
37161,NC,Rutherford County,66286
37163,NC,Sampson County,63225
37165,NC,Scotland County,35309
37167,NC,Stanly County,60826
37169,NC,Stokes County,45920
37171,NC,Surry County,72008
37173,NC,Swain County,14190
37175,NC,Transylvania County,33393
37177,NC,Tyrrell County,4024
37179,NC,Union County,226279
37181,NC,Vance County,44485
37183,NC,Wake County,1048335
37185,NC,Warren County,19884
37187,NC,Washington County,12070
37189,NC,Watauga County,54140
37191,NC,Wayne County,124269
37193,NC,Wilkes County,68581
37195,NC,Wilson County,81307
37197,NC,Yadkin County,37653
37199,NC,Yancey County,17610
38000,ND,North Dakota,754434
38001,ND,Adams County,2344
38003,ND,Barnes County,10899
38005,ND,Benson County,6840
38007,ND,Billings County,948
38009,ND,Bottineau County,6573
38011,ND,Bowman County,3222
38013,ND,Burke County,2227
38015,ND,Burleigh County,94606
38017,ND,Cass County,174189
38019,ND,Cavalier County,3824
38021,ND,Dickey County,4987
38023,ND,Divide County,2391
38025,ND,Dunn County,4372
38027,ND,Eddy County,2288
38029,ND,Emmons County,3338
38031,ND,Foster County,3309
38033,ND,Golden Valley County,1857
38035,ND,Grand Forks County,70473
38037,ND,Grant County,2379
38039,ND,Griggs County,2258
38041,ND,Hettinger County,2597
38043,ND,Kidder County,2475
38045,ND,LaMoure County,4113
38047,ND,Logan County,1930
38049,ND,McHenry County,5970
38051,ND,McIntosh County,2599
38053,ND,McKenzie County,12572
38055,ND,McLean County,9643
38057,ND,Mercer County,8616
38059,ND,Morton County,30732
38061,ND,Mountrail County,10234
38063,ND,Nelson County,2889
38065,ND,Oliver County,1895
38067,ND,Pembina County,7046
38069,ND,Pierce County,4216
38071,ND,Ramsey County,11557
38073,ND,Ransom County,5375
38075,ND,Renville County,2517
38077,ND,Richland County,16289
38079,ND,Rolette County,14716
38081,ND,Sargent County,3883
38083,ND,Sheridan County,1342
38085,ND,Sioux County,4457
38087,ND,Slope County,781
38089,ND,Stark County,30869
38091,ND,Steele County,1912
38093,ND,Stutsman County,21068
38095,ND,Towner County,2249
38097,ND,Traill County,8001
38099,ND,Walsh County,10816
38101,ND,Ward County,69489
38103,ND,Wells County,4049
38105,ND,Williams County,34213
39000,OH,Ohio,11634370
39001,OH,Adams County,27807
39003,OH,Allen County,103613
39005,OH,Ashland County,53520
39007,OH,Ashtabula County,98171
39009,OH,Athens County,66352
39011,OH,Auglaize County,45766
39013,OH,Belmont County,68606
39015,OH,Brown County,43638
39017,OH,Butler County,378354
39019,OH,Carroll County,27621
39021,OH,Champaign County,38741
39023,OH,Clark County,134723
39025,OH,Clermont County,203165
39027,OH,Clinton County,41887
39029,OH,Columbiana County,103817
39031,OH,Coshocton County,36617
39033,OH,Crawford County,42095
39035,OH,Cuyahoga County,1254144
39037,OH,Darke County,51624
39039,OH,Defiance County,38140
39041,OH,Delaware County,197144
39043,OH,Erie County,74999
39045,OH,Fairfield County,152789
39047,OH,Fayette County,28670
39049,OH,Franklin County,1274450
39051,OH,Fulton County,42306
39053,OH,Gallia County,30186
39055,OH,Geauga County,93845
39057,OH,Greene County,165290
39059,OH,Guernsey County,39211
39061,OH,Hamilton County,811332
39063,OH,Hancock County,75831
39065,OH,Hardin County,31398
39067,OH,Harrison County,15252
39069,OH,Henry County,27282
39071,OH,Highland County,43006
39073,OH,Hocking County,28393
39075,OH,Holmes County,43847
39077,OH,Huron County,58367
39079,OH,Jackson County,32528
39081,OH,Jefferson County,66944
39083,OH,Knox County,60909
39085,OH,Lake County,229525
39087,OH,Lawrence County,60691
39089,OH,Licking County,171993
39091,OH,Logan County,45128
39093,OH,Lorain County,306607
39095,OH,Lucas County,432879
39097,OH,Madison County,43377
39099,OH,Mahoning County,230269
39101,OH,Marion County,65467
39103,OH,Medina County,176876
39105,OH,Meigs County,23166
39107,OH,Mercer County,40715
39109,OH,Miami County,104553
39111,OH,Monroe County,14083
39113,OH,Montgomery County,531818
39115,OH,Morgan County,14733
39117,OH,Morrow County,34922
39119,OH,Muskingum County,85993
39121,OH,Noble County,14441
39123,OH,Ottawa County,40488
39125,OH,Paulding County,18839
39127,OH,Perry County,35998
39129,OH,Pickaway County,57545
39131,OH,Pike County,28093
39133,OH,Portage County,162521
39135,OH,Preble County,41157
39137,OH,Putnam County,34007
39139,OH,Richland County,121242
39141,OH,Ross County,76848
39143,OH,Sandusky County,59317
39145,OH,Scioto County,76436
39147,OH,Seneca County,55467
39149,OH,Shelby County,48765
39151,OH,Stark County,373447
39153,OH,Summit County,541003
39155,OH,Trumbull County,201715
39157,OH,Tuscarawas County,92560
39159,OH,Union County,55581
39161,OH,Van Wert County,28177
39163,OH,Vinton County,13022
39165,OH,Warren County,226539
39167,OH,Washington County,60598
39169,OH,Wayne County,116613
39171,OH,Williams County,36937
39173,OH,Wood County,129768
39175,OH,Wyandot County,22071
40000,OK,Oklahoma,3926331
40001,OK,Adair County,22305
40003,OK,Alfalfa County,5936
40005,OK,Atoka County,13894
40007,OK,Beaver County,5435
40009,OK,Beckham County,22427
40011,OK,Blaine County,9625
40013,OK,Bryan County,45599
40015,OK,Caddo County,29630
40017,OK,Canadian County,136386
40019,OK,Carter County,48431
40021,OK,Cherokee County,48791
40023,OK,Choctaw County,14877
40025,OK,Cimarron County,2189
40027,OK,Cleveland County,277809
40029,OK,Coal County,5652
40031,OK,Comanche County,121743
40033,OK,Cotton County,5933
40035,OK,Craig County,14465
40037,OK,Creek County,71191
40039,OK,Custer County,29222
40041,OK,Delaware County,41965
40043,OK,Dewey County,4905
40045,OK,Ellis County,4085
40047,OK,Garfield County,62493
40049,OK,Garvin County,27940
40051,OK,Grady County,54683
40053,OK,Grant County,4454
40055,OK,Greer County,5954
40057,OK,Harmon County,2712
40059,OK,Harper County,3776
40061,OK,Haskell County,12695
40063,OK,Hughes County,13417
40065,OK,Jackson County,25440
40067,OK,Jefferson County,6250
40069,OK,Johnston County,11126
40071,OK,Kay County,44901
40073,OK,Kingfisher County,15613
40075,OK,Kiowa County,9025
40077,OK,Latimer County,10550
40079,OK,Le Flore County,50144
40081,OK,Lincoln County,34872
40083,OK,Logan County,46027
40085,OK,Love County,10016
40087,OK,McClain County,38597
40089,OK,McCurtain County,33078
40091,OK,McIntosh County,19766
40093,OK,Major County,7751
40095,OK,Marshall County,16237
40097,OK,Mayes County,41035
40099,OK,Murray County,13909
40101,OK,Muskogee County,69012
40103,OK,Noble County,11410
40105,OK,Nowata County,10415
40107,OK,Okfuskee County,12079
40109,OK,Oklahoma County,784611
40111,OK,Okmulgee County,39075
40113,OK,Osage County,47364
40115,OK,Ottawa County,31592
40117,OK,Pawnee County,16471
40119,OK,Payne County,81850
40121,OK,Pittsburg County,44335
40123,OK,Pontotoc County,38512
40125,OK,Pottawatomie County,72001
40127,OK,Pushmataha County,11070
40129,OK,Roger Mills County,3671
40131,OK,Rogers County,90992
40133,OK,Seminole County,25137
40135,OK,Sequoyah County,41867
40137,OK,Stephens County,43998
40139,OK,Texas County,21183
40141,OK,Tillman County,7525
40143,OK,Tulsa County,645951
40145,OK,Wagoner County,77662
40147,OK,Washington County,52027
40149,OK,Washita County,11433
40151,OK,Woods County,9157
40153,OK,Woodward County,20975
41000,OR,Oregon,4089976
41001,OR,Baker County,15971
41003,OR,Benton County,89918
41005,OR,Clackamas County,406625
41007,OR,Clatsop County,38678
41009,OR,Columbia County,50905
41011,OR,Coos County,63319
41013,OR,Crook County,22306
41015,OR,Curry County,22607
41017,OR,Deschutes County,180666
41019,OR,Douglas County,108116
41021,OR,Gilliam County,1857
41023,OR,Grant County,7166
41025,OR,Harney County,7243
41027,OR,Hood River County,23070
41029,OR,Jackson County,214366
41031,OR,Jefferson County,23036
41033,OR,Josephine County,85504
41035,OR,Klamath County,66198
41037,OR,Lake County,7830
41039,OR,Lane County,368874
41041,OR,Lincoln County,47793
41043,OR,Linn County,122769
41045,OR,Malheur County,30340
41047,OR,Marion County,335382
41049,OR,Morrow County,11222
41051,OR,Multnomah County,803212
41053,OR,Polk County,81436
41055,OR,Sherman County,1708
41057,OR,Tillamook County,26116
41059,OR,Umatilla County,76686
41061,OR,Union County,26061
41063,OR,Wallowa County,6915
41065,OR,Wasco County,25782
41067,OR,Washington County,584910
41069,OR,Wheeler County,1319
41071,OR,Yamhill County,104070
42000,PA,Pennsylvania,12782275
42001,PA,Adams County,101911
42003,PA,Allegheny County,1226426
42005,PA,Armstrong County,66397
42007,PA,Beaver County,166758
42009,PA,Bedford County,48601
42011,PA,Berks County,415784
42013,PA,Blair County,123708
42015,PA,Bradford County,61092
42017,PA,Bucks County,625861
42019,PA,Butler County,186240
42021,PA,Cambria County,134414
42023,PA,Cameron County,4710
42025,PA,Carbon County,63499
42027,PA,Centre County,162034
42029,PA,Chester County,516767
42031,PA,Clarion County,38590
42033,PA,Clearfield County,80196
42035,PA,Clinton County,39017
42037,PA,Columbia County,66133
42039,PA,Crawford County,86306
42041,PA,Cumberland County,247369
42043,PA,Dauphin County,274196
42045,PA,Delaware County,563708
42047,PA,Elk County,30512
42049,PA,Erie County,276170
42051,PA,Fayette County,132350
42053,PA,Forest County,7334
42055,PA,Franklin County,153705
42057,PA,Fulton County,14497
42059,PA,Greene County,37209
42061,PA,Huntingdon County,45380
42063,PA,Indiana County,85155
42065,PA,Jefferson County,44031
42067,PA,Juniata County,24559
42069,PA,Lackawanna County,211004
42071,PA,Lancaster County,538160
42073,PA,Lawrence County,87325
42075,PA,Lebanon County,138480
42077,PA,Lehigh County,362298
42079,PA,Luzerne County,317172
42081,PA,Lycoming County,114876
42083,PA,McKean County,41670
42085,PA,Mercer County,112598
42087,PA,Mifflin County,46316
42089,PA,Monroe County,166220
42091,PA,Montgomery County,819791
42093,PA,Montour County,18257
42095,PA,Northampton County,301307
42097,PA,Northumberland County,92283
42099,PA,Perry County,45945
42101,PA,Philadelphia County,1576051
42103,PA,Pike County,54955
42105,PA,Potter County,16954
42107,PA,Schuylkill County,143497
42109,PA,Snyder County,40423
42111,PA,Somerset County,74860
42113,PA,Sullivan County,6126
42115,PA,Susquehanna County,41252
42117,PA,Tioga County,41250
42119,PA,Union County,45454
42121,PA,Venango County,52477
42123,PA,Warren County,40026
42125,PA,Washington County,207386
42127,PA,Wayne County,51339
42129,PA,Westmoreland County,354665
42131,PA,Wyoming County,27546
42133,PA,York County,443693
44000,RI,Rhode Island,1056770
44001,RI,Bristol County,48844
44003,RI,Kent County,163711
44005,RI,Newport County,83164
44007,RI,Providence County,634922
44009,RI,Washington County,126129
45000,SC,South Carolina,4957968
45001,SC,Abbeville County,24657
45003,SC,Aiken County,167172
45005,SC,Allendale County,9067
45007,SC,Anderson County,195582
45009,SC,Bamberg County,14478
45011,SC,Barnwell County,21606
45013,SC,Beaufort County,183184
45015,SC,Berkeley County,208525
45017,SC,Calhoun County,14744
45019,SC,Charleston County,396880
45021,SC,Cherokee County,56683
45023,SC,Chester County,32297
45025,SC,Chesterfield County,46120
45027,SC,Clarendon County,34259
45029,SC,Colleton County,37579
45031,SC,Darlington County,67259
45033,SC,Dillon County,30719
45035,SC,Dorchester County,156173
45037,SC,Edgefield County,26626
45039,SC,Fairfield County,22633
45041,SC,Florence County,138595
45043,SC,Georgetown County,61565
45045,SC,Greenville County,499122
45047,SC,Greenwood County,70188
45049,SC,Hampton County,19789
45051,SC,Horry County,321033
45053,SC,Jasper County,28085
45055,SC,Kershaw County,64333
45057,SC,Lancaster County,89823
45059,SC,Laurens County,66603
45061,SC,Lee County,17506
45063,SC,Lexington County,286277
45065,SC,McCormick County,9572
45067,SC,Marion County,31760
45069,SC,Marlboro County,26979
45071,SC,Newberry County,37934
45073,SC,Oconee County,76535
45075,SC,Orangeburg County,88419
45077,SC,Pickens County,123020
45079,SC,Richland County,409014
45081,SC,Saluda County,20187
45083,SC,Spartanburg County,300867
45085,SC,Sumter County,107075
45087,SC,Union County,27666
45089,SC,Williamsburg County,31912
45091,SC,York County,257866
46000,SD,South Dakota,862996
46003,SD,Aurora County,2764
46005,SD,Beadle County,18188
46007,SD,Bennett County,3441
46009,SD,Bon Homme County,6940
46011,SD,Brookings County,34301
46013,SD,Brown County,38900
46015,SD,Brule County,5216
46017,SD,Buffalo County,2030
46019,SD,Butte County,10124
46021,SD,Campbell County,1386
46023,SD,Charles Mix County,9358
46025,SD,Clark County,3637
46027,SD,Clay County,13933
46029,SD,Codington County,28062
46031,SD,Corson County,4118
46033,SD,Custer County,8606
46035,SD,Davison County,20011
46037,SD,Day County,5509
46039,SD,Deuel County,4253
46041,SD,Dewey County,5785
46043,SD,Douglas County,2919
46045,SD,Edmunds County,3939
46047,SD,Fall River County,6785
46049,SD,Faulk County,2317
46051,SD,Grant County,7212
46053,SD,Gregory County,4158
46055,SD,Haakon County,1885
46057,SD,Hamlin County,5917
46059,SD,Hand County,3275
46061,SD,Hanson County,3383
46063,SD,Harding County,1267
46065,SD,Hughes County,17604
46067,SD,Hutchinson County,7327
46069,SD,Hyde County,1333
46071,SD,Jackson County,3280
46073,SD,Jerauld County,2008
46075,SD,Jones County,931
46077,SD,Kingsbury County,4973
46079,SD,Lake County,12605
46081,SD,Lawrence County,25317
46083,SD,Lincoln County,54567
46085,SD,Lyman County,3900
46087,SD,McCook County,5508
46089,SD,McPherson County,2418
46091,SD,Marshall County,4833
46093,SD,Meade County,27339
46095,SD,Mellette County,2076
46097,SD,Miner County,2229
46099,SD,Minnehaha County,186268
46101,SD,Moody County,6508
46102,SD,Oglala Lakota County,14425
46103,SD,Pennington County,109111
46105,SD,Perkins County,2964
46107,SD,Potter County,2256
46109,SD,Roberts County,10192
46111,SD,Sanborn County,2374
46115,SD,Spink County,6493
46117,SD,Stanley County,3012
46119,SD,Sully County,1410
46121,SD,Todd County,10233
46123,SD,Tripp County,5495
46125,SD,Turner County,8259
46127,SD,Union County,15137
46129,SD,Walworth County,5472
46135,SD,Yankton County,22649
46137,SD,Ziebach County,2871
47000,TN,Tennessee,6646010
47001,TN,Anderson County,75528
47003,TN,Bedford County,47442
47005,TN,Benton County,16082
47007,TN,Bledsoe County,14738
47009,TN,Blount County,128264
47011,TN,Bradley County,104390
47013,TN,Campbell County,39784
47015,TN,Cannon County,13876
47017,TN,Carroll County,27901
47019,TN,Carter County,56473
47021,TN,Cheatham County,39775
47023,TN,Chester County,17130
47025,TN,Claiborne County,31634
47027,TN,Clay County,7654
47029,TN,Cocke County,35234
47031,TN,Coffee County,54537
47033,TN,Crockett County,14448
47035,TN,Cumberland County,58580
47037,TN,Davidson County,685829
47039,TN,Decatur County,11735
47041,TN,DeKalb County,19444
47043,TN,Dickson County,51900
47045,TN,Dyer County,37542
47047,TN,Fayette County,39703
47049,TN,Fentress County,18040
47051,TN,Franklin County,41518
47053,TN,Gibson County,49250
47055,TN,Giles County,29165
47057,TN,Grainger County,23095
47059,TN,Greene County,68529
47061,TN,Grundy County,13276
47063,TN,Hamblen County,63681
47065,TN,Hamilton County,357778
47067,TN,Hancock County,6583
47069,TN,Hardeman County,25584
47071,TN,Hardin County,25740
47073,TN,Hawkins County,56565
47075,TN,Haywood County,17822
47077,TN,Henderson County,27855
47079,TN,Henry County,32232
47081,TN,Hickman County,24666
47083,TN,Houston County,8101
47085,TN,Humphreys County,18383
47087,TN,Jackson County,11611
47089,TN,Jefferson County,53148
47091,TN,Johnson County,17759
47093,TN,Knox County,456089
47095,TN,Lake County,7531
47097,TN,Lauderdale County,25320
47099,TN,Lawrence County,43056
47101,TN,Lewis County,11891
47103,TN,Lincoln County,33564
47105,TN,Loudon County,51373
47107,TN,McMinn County,52700
47109,TN,McNairy County,25832
47111,TN,Macon County,23340
47113,TN,Madison County,97478
47115,TN,Marion County,28383
47117,TN,Marshall County,32035
47119,TN,Maury County,89556
47121,TN,Meigs County,11953
47123,TN,Monroe County,45848
47125,TN,Montgomery County,194424
47127,TN,Moore County,6293
47129,TN,Morgan County,21741
47131,TN,Obion County,30547
47133,TN,Overton County,21964
47135,TN,Perry County,7880
47137,TN,Pickett County,5091
47139,TN,Polk County,16794
47141,TN,Putnam County,75985
47143,TN,Rhea County,32474
47145,TN,Roane County,52944
47147,TN,Robertson County,69393
47149,TN,Rutherford County,307415
47151,TN,Scott County,21890
47153,TN,Sequatchie County,14754
47155,TN,Sevier County,96470
47157,TN,Shelby County,936021
47159,TN,Smith County,19526
47161,TN,Stewart County,13190
47163,TN,Sullivan County,156182
47165,TN,Sumner County,179332
47167,TN,Tipton County,61223
47169,TN,Trousdale County,9955
47171,TN,Unicoi County,17737
47173,TN,Union County,19219
47175,TN,Van Buren County,5721
47177,TN,Warren County,40428
47179,TN,Washington County,127247
47181,TN,Wayne County,16747
47183,TN,Weakley County,33610
47185,TN,White County,26463
47187,TN,Williamson County,218903
47189,TN,Wilson County,132494
48000,TX,Texas,27914410
48001,TX,Anderson County,57526
48003,TX,Andrews County,17791
48005,TX,Angelina County,87682
48007,TX,Aransas County,25162
48009,TX,Archer County,8781
48011,TX,Armstrong County,1843
48013,TX,Atascosa County,48720
48015,TX,Austin County,29629
48017,TX,Bailey County,7196
48019,TX,Bandera County,21701
48021,TX,Bastrop County,82591
48023,TX,Baylor County,3638
48025,TX,Bee County,32812
48027,TX,Bell County,341094
48029,TX,Bexar County,1927651
48031,TX,Blanco County,11301
48033,TX,Borden County,657
48035,TX,Bosque County,18009
48037,TX,Bowie County,93424
48039,TX,Brazoria County,353155
48041,TX,Brazos County,219739
48043,TX,Brewster County,9211
48045,TX,Briscoe County,1483
48047,TX,Brooks County,7190
48049,TX,Brown County,38039
48051,TX,Burleson County,17848
48053,TX,Burnet County,45817
48055,TX,Caldwell County,41147
48057,TX,Calhoun County,21948
48059,TX,Callahan County,13789
48061,TX,Cameron County,421350
48063,TX,Camp County,12771
48065,TX,Carson County,6096
48067,TX,Cass County,30058
48069,TX,Castro County,7765
48071,TX,Chambers County,40163
48073,TX,Cherokee County,51879
48075,TX,Childress County,7204
48077,TX,Clay County,10251
48079,TX,Cochran County,2921
48081,TX,Coke County,3259
48083,TX,Coleman County,8412
48085,TX,Collin County,943742
48087,TX,Collingsworth County,3007
48089,TX,Colorado County,21081
48091,TX,Comal County,134343
48093,TX,Comanche County,13543
48095,TX,Concho County,4140
48097,TX,Cooke County,39343
48099,TX,Coryell County,74803
48101,TX,Cottle County,1402
48103,TX,Crane County,4779
48105,TX,Crockett County,3642
48107,TX,Crosby County,5911
48109,TX,Culberson County,2220
48111,TX,Dallam County,7357
48113,TX,Dallas County,2591488
48115,TX,Dawson County,12999
48117,TX,Deaf Smith County,18846
48119,TX,Delta County,5147
48121,TX,Denton County,808212
48123,TX,DeWitt County,20623
48125,TX,Dickens County,2193
48127,TX,Dimmit County,10679
48129,TX,Donley County,3387
48131,TX,Duval County,11431
48133,TX,Eastland County,18240
48135,TX,Ector County,157858
48137,TX,Edwards County,1908
48139,TX,Ellis County,168332
48141,TX,El Paso County,834949
48143,TX,Erath County,41372
48145,TX,Falls County,17276
48147,TX,Fannin County,33933
48149,TX,Fayette County,25018
48151,TX,Fisher County,3877
48153,TX,Floyd County,5847
48155,TX,Foard County,1200
48157,TX,Fort Bend County,744160
48159,TX,Franklin County,10677
48161,TX,Freestone County,19669
48163,TX,Frio County,19584
48165,TX,Gaines County,20446
48167,TX,Galveston County,328820
48169,TX,Garza County,6212
48171,TX,Gillespie County,26206
48173,TX,Glasscock County,1365
48175,TX,Goliad County,7512
48177,TX,Gonzales County,20787
48179,TX,Gray County,22741
48181,TX,Grayson County,128291
48183,TX,Gregg County,123367
48185,TX,Grimes County,27494
48187,TX,Guadalupe County,154492
48189,TX,Hale County,34107
48191,TX,Hall County,3113
48193,TX,Hamilton County,8237
48195,TX,Hansford County,5592
48197,TX,Hardeman County,3982
48199,TX,Hardin County,56242
48201,TX,Harris County,4623960
48203,TX,Harrison County,66611
48205,TX,Hartley County,5740
48207,TX,Haskell County,5751
48209,TX,Hays County,204546
48211,TX,Hemphill County,4101
48213,TX,Henderson County,80062
48215,TX,Hidalgo County,848960
48217,TX,Hill County,35102
48219,TX,Hockley County,23043
48221,TX,Hood County,56569
48223,TX,Hopkins County,36184
48225,TX,Houston County,22897
48227,TX,Howard County,36214
48229,TX,Hudspeth County,4254
48231,TX,Hunt County,91895
48233,TX,Hutchinson County,21528
48235,TX,Irion County,1562
48237,TX,Jack County,8789
48239,TX,Jackson County,14873
48241,TX,Jasper County,35417
48243,TX,Jeff Davis County,2231
48245,TX,Jefferson County,255748
48247,TX,Jim Hogg County,5257
48249,TX,Jim Wells County,41181
48251,TX,Johnson County,162763
48253,TX,Jones County,19971
48255,TX,Karnes County,15494
48257,TX,Kaufman County,117904
48259,TX,Kendall County,41903
48261,TX,Kenedy County,436
48263,TX,Kent County,748
48265,TX,Kerr County,51426
48267,TX,Kimble County,4413
48269,TX,King County,292
48271,TX,Kinney County,3636
48273,TX,Kleberg County,31304
48275,TX,Knox County,3732
48277,TX,Lamar County,49528
48279,TX,Lamb County,13195
48281,TX,Lampasas County,20524
48283,TX,La Salle County,7596
48285,TX,Lavaca County,19891
48287,TX,Lee County,16975
48289,TX,Leon County,17200
48291,TX,Liberty County,81354
48293,TX,Limestone County,23472
48295,TX,Lipscomb County,3494
48297,TX,Live Oak County,12023
48299,TX,Llano County,20592
48301,TX,Loving County,117
48303,TX,Lubbock County,302094
48305,TX,Lynn County,5775
48307,TX,McCulloch County,8124
48309,TX,McLennan County,247553
48311,TX,McMullen County,806
48313,TX,Madison County,14120
48315,TX,Marion County,10125
48317,TX,Martin County,5616
48319,TX,Mason County,4161
48321,TX,Matagorda County,37088
48323,TX,Maverick County,58041
48325,TX,Medina County,49254
48327,TX,Menard County,2091
48329,TX,Midland County,163850
48331,TX,Milam County,24680
48333,TX,Mills County,4884
48335,TX,Mitchell County,8474
48337,TX,Montague County,19390
48339,TX,Montgomery County,555216
48341,TX,Moore County,21641
48343,TX,Morris County,12429
48345,TX,Motley County,1170
48347,TX,Nacogdoches County,65549
48349,TX,Navarro County,48405
48351,TX,Newton County,14160
48353,TX,Nolan County,15044
48355,TX,Nueces County,361642
48357,TX,Ochiltree County,10257
48359,TX,Oldham County,2074
48361,TX,Orange County,84549
48363,TX,Palo Pinto County,28125
48365,TX,Panola County,23419
48367,TX,Parker County,128967
48369,TX,Parmer County,9762
48371,TX,Pecos County,15881
